제목,내용,기자,날짜
"슈프리마 바이오스테이션 3, 유럽에서 최고 보안 제품 대상 수상","AI 통합보안 솔루션 전문기업 슈프리마(대표 이재원, 김한철)의 바이오스테이션(BioStation) 3가 유럽 최고 권위의 ‘디텍터 인터내셔널 어워즈(De...",엄호식 기자,2022년 10월 27일 16:28
"세일포인트, 새로운 아이덴티티 보안 제품 업데이트 공개",엔터프라이즈 아이덴티티 보안 기업 세일포인트테크놀로지홀딩스(지사장 지정권)는 온라인 기자간담회를 통해 세일포인트 아이덴티티 보안 클라우드(SailPoint...,김영명 기자,2022년 10월 27일 14:46
"아이서티, 영상보안 소프트웨어 ‘EDRON-VIEW & I-VPM’ 우수제품 지정",아이서티는 영상보안 소프트웨어 제품 ‘EDRON-VIEW & I-VPM ver1.0’이 조달청 우수제품으로 지정됐다고 25일 밝혔다. ,엄호식 기자,2022년 10월 27일 14:42
"캡스텍, ‘대한민국 범죄예방대상’ 여가부장관 표창 수상","종합시설관리 전문기업 캡스텍(대표이사 천세훈)은 ‘제7회 대한민국 범죄예방대상‘에서 ’여성가족부 장관 표창’을 수상했다고 27일 밝혔다. 경찰청, 중앙일보...",엄호식 기자,2022년 10월 27일 14:31
"북한의 김수키, 3개의 안드로이드 멀웨어 사용해 한국 공격",보안 외신 해커뉴스가 한국의 보안 업체 S2W의 보고서를 인용해 북한 해킹 그룹 김수키의 새로운 활동에 대하여 보도했다. 이에 따르면 김수키는 한국의 주요...,문가용 기자,2022년 10월 27일 14:13
"새로운 크립토재킹 캠페인, 도커와 큐버네티스 집중적으로 노려","보안 외신 핵리드가 현재 새롭게 진행되고 있는 대규모 크립토재킹 캠페인에 대하여 보도했다. 이 캠페인의 이름은 키스어독(Kiss-a-dog)이라고 하며, ...",문가용 기자,2022년 10월 27일 14:12
"오픈SSL, 사상 두 번째 초고위험도 취약점 곧 패치할 예정",보안 블로그 시큐리티어페어즈에 따르면 오픈SSL(OpenSSL)이 조만간 취약점 패치를 진행할 예정이라고 한다. 최근 초고위험도 취약점이 발견됐기 때문이다...,문가용 기자,2022년 10월 27일 14:10
"구글, 크롬 107 발표하며 취약점 14개 해결","보안 외신 시큐리티위크에 의하면 구글이 14개의 취약점을 해결한 크롬 최신 버전을 발표했다고 한다. 크롬 107이며, 외부 전문가들이 제보한 고위험군 취약...",문가용 기자,2022년 10월 27일 14:09
"악명 높은 해커 베스트바이, 다크웹 시장 운영 혐의로 기소돼","악명 높은 영국 출신 해커가 미국 사법부에 의해 기소됐다고 IT 외신 블리핑컴퓨터가 보도했다. 용의자는 34세로, 다크웹에서 리얼딜(Real Deal)이라...",문가용 기자,2022년 10월 27일 14:07
"슈프리마아이디, 3분기 누적 매출액 전년 대비 10% 성장",바이오인식 아이디 및 보안 솔루션 전문기업 슈프리마아이디(대표이사 박보건)가 2022년 3분기 실적을 발표했다. 슈프리마아이디의 3분기 누적 연결매출은 지...,엄호식 기자,2022년 10월 27일 11:36
"씨유박스, 용감한컴퍼니와 AI 얼굴인식 적용한 라이브 강의 플랫폼 사업 MOU 체결",AI 얼굴인식 전문기업 씨유박스는 지난 26일 온라인 교육 및 헬스 플랫폼 기업인 용감한컴퍼니와 ‘AI 얼굴인식을 적용한 모두의대치동 라이브 강의 플랫폼 ...,엄호식 기자,2022년 10월 27일 11:34
"텔레다인 플리어 한국지사, 연말까지 5건의 프로모션 동시 진행","텔레다인 플리어(Teledyne FLIR 한국지사, 지사장 이해동)는 현재 진행 중인 1건의 프로모션을 포함, 연말까지 총 5건의  프로모션 이벤트를 동시...",엄호식 기자,2022년 10월 27일 11:33
IT 팀장으로서 팀원들에게 나쁜 소식을 잘 전달하려면,"IT 책임자들이 가장 껄끄러워하는 일은 무엇일까? 팀원들에게 안 좋은 소식을 전하는 것이다. 해고 통지라든가, 프로젝트 취소라든가, 가장 덩치 큰 고객과의...",문가용 기자,2022년 10월 27일 11:29
"스마트워치가 주치의처럼 변하고 있는데, 데이터 관리 전략은 어디에?",스마트워치들이 점점 더 깊이 사용자의 건강 문제에 개입하고 있다. 지금도 사용자의 손목에서 신체 정보를 부지런히 수집하고 처리하느라 바쁘다. 스마트워치들에...,문가용 기자,2022년 10월 27일 11:27
"제19차 경제산업포럼, ‘대한민국 산업 위기극복·혁신의 길’ 제시","폴리뉴스(대표이사 김능구)와 상생과통일포럼(공동대표 정우택 국민의힘 의원, 노웅래 더불어민주당 의원)이 26일 서울 여의도 CCMM빌딩(국민일보)에서 ‘위...",원병철 기자,2022년 10월 27일 11:06
"국회 국방위원회와 국방부, ‘국방혁신 4.0’ 3차 세미나 공동 개최",국회 국방위원회와 국방부는 지난 26일 이헌승 국방위원장과 이종섭 국방부장관 공동 주관으로 ‘국방혁신 4.0’ 3차 세미나를 개최했다. 이번 3차 세미나에...,박미영 기자,2022년 10월 27일 10:50
"디지털 대전환 시대, 중요 IT 인프라에서 SW개발보안 방안은?","과학기술정보통신부, 행정안전부와 한국인터넷진흥원(KISA)은 11월 4일 ‘제12회 소프트웨어 개발보안 컨퍼런스’를 개최한다고 밝혔다.",박미영 기자,2022년 10월 27일 10:47
"행복청, 건설 현장 지능형 안전 관리 활용해 안전한 행복도시 건설",행정중심복합도시건설청(행복청)은 행복도시 건설 현장에 대해 지능형 안전 관리를 활용한 안전한 행복도시 건설에 적극적으로 나서겠다고 지난 26일 브리핑을 통...,박미영 기자,2022년 10월 27일 10:47
"국토부, ‘제5회 국토교통부×스타트업×청년재단 커피챗’ 개최",국토교통부와 청년재단은 국토교통 신산업 활성화를 위한 새싹기업 소통 릴레이의 다섯 번째 만남으로 지난 26일 ‘제5회 국토교통부×스타트업×청년재단 커피챗’...,박미영 기자,2022년 10월 27일 10:45
광주에 ‘HPC-AI 공용인프라 데이터센터’ 개소,‘인공지능 중심도시 광주’에서 고성능컴퓨팅-인공지능(HPC-AI) 기반 공용인프라 데이터센터가 지난 26일 문을 열고 11월부터 시범 운영에 들어간다.,박미영 기자,2022년 10월 27일 10:43
"KT ‘AI 원팀’, 국가대표 AI 협력 플랫폼 도약 선언","KT가 지난 25일 ‘AI 원팀 서밋(AI One Team Summit) 2022’를 개최하고, 참여 기관들이 함께 대한민국 AI의 미래 방향성을 논의했다...",박미영 기자,2022년 10월 27일 10:42
"LG CNS, 농어촌 지역과 특수학교로 ‘AI 교육’ 확대","DX 전문기업 LG CNS가 최근 강원 철원중학교 학생들을 대상으로 AI 교육 프로그램 ‘AI지니어스’를 실시했다. 전남 완도, 전남 무안, 경북 문경, ...",박미영 기자,2022년 10월 27일 10:40
발빠짐 주의 포스터를 보고 깜짝 놀라세요!,"서울교통공사와 IBK기업은행이 지하철 승강장 발빠짐 사고 예방을 위한 업무협약을 체결, 사고 다발역 승강장안전문 하단부와 승강장 바닥에 ‘발빠짐 주의’ 홍...",박미영 기자,2022년 10월 27일 10:38
"서울소방, 동시 다발 피해 상황 대응 불시 긴급구조통제단 가동훈련 실시",서울시 소방재난본부는 “119 신고 폭주 및 동시 다발 피해 상황을 가정해 신속한 재난대응체계 가동을 위한 불시 긴급구조통제단 훈련을 실시했다”고 밝혔다.,박미영 기자,2022년 10월 27일 10:37
"서울시-KT, ‘빅데이터 기반 소상공인 매출 증대 프로젝트’ 업무협약",서울시와 KT는 보유 빅데이터 플랫폼을 공동 활용해 경영이 어려운 소상공인 대상 골목경제 부활 프로젝트를 추진해 민관 지원을 통한 서울시 소상공인의 매출 ...,박미영 기자,2022년 10월 27일 10:32
"포스코ICT, A.WORKS 3.0 출시해 국내 RPA 시장 1위 공략","포스코ICT가 사용자 편의성과 운영성을 대폭 강화한 자사의 RPA(SW 로봇) 솔루션인 A.WORKS(에이웍스) 3.0을 출시하고, RPA 대중화를 통한 ...",박미영 기자,2022년 10월 27일 10:31
"KTL, 정보통신기획평가원과 ICT 연구개발 신뢰성 확보에 맞손",국내 유일 공공 종합시험인증기관인 한국산업기술시험원(KTL)은 정보통신기획평가원(IITP)과 ‘디지털시대 정보통신기술(ICT) 연구개발(R&D) 성과 창출...,박미영 기자,2022년 10월 27일 10:29
"카이스트-뉴욕대, 디지털 거버넌스 포럼 개최",KAIST가 오는 28일 오전 한국프레스센터에서 ‘KAIST-NYU 디지털 거버넌스 포럼’을 개최한다. 이번 포럼은 지난 9월 미국 현지에서 뉴욕대학교(N...,박미영 기자,2022년 10월 27일 10:26
"정읍시, 전북도 정보보안 관리실태 평가 ‘최우수기관’ 선정",정읍시가 전북도에서 진행한 ‘2022 시·군 정보보안 관리실태 평가’에서 14개 시군 중 1위를 차지하며 최우수기관 표창을 받았다. 시에 따르면 도내 시군...,박미영 기자,2022년 10월 27일 10:20
"한전, 전력 분야 실전형 사이버공격 방어훈련 2년 연속 개최",한국전력은 지난 25일부터 26일까지 국정원 광주지부와 공동 주관으로 제2회 전력 분야 실전형 사이버공격 방어훈련을 시행했다. ‘실전형 사이버 공격·방어훈...,박미영 기자,2022년 10월 27일 10:19
"KISA, 소상공인 대상 온라인광고 피해예방 교육 실시","한국인터넷진흥원(KISA, 원장 이원태) 온라인광고분쟁조정위원회는 중소상공인희망재단과 함께 소상공인 초기 창업자 100여 명을 대상으로 온라인광고 활용역량...",원병철 기자,2022년 10월 27일 10:14
"스패로우, ‘데브섹옵스 솔루션’으로 일본 진출 속도 낸다",애플리케이션 보안 전문기업 스패로우(대표 장일수)는 일본 도쿄에서 26일부터 28일까지 개최 중인 ‘재팬 IT 위크(Japan IT Week) 2022’에...,김영명 기자,2022년 10월 27일 10:13
"성동구, 성동형 스마트 빗물받이 설치로 악취와 침수 피해 한번에 해결한다",서울 성동구는 기존 빗물받이를 개선해 악취와 침수 피해를 막는 ‘성동형 친환경 스마트 빗물받이’를 개발해 왕십리도선동 일대에 시범 설치를 완료했다.,박미영 기자,2022년 10월 27일 10:12
"성동구, 데이터 분석으로 1인가구 건강 지킨다",성동구가 1인가구의 건강한 일상을 지원하기 위해 본격적인 행정을 펼친다. 구는 지난 18일 SK C&C와 협약식을 가지고 데이터 기반의 이용자 맞춤형 디지...,박미영 기자,2022년 10월 27일 10:08
"한국화웨이, 국내 엔터프라이즈 파트너 및 고객 지원 강화",한국화웨이가 지난 25일과 26일에 걸쳐 프레이저플레이스 센트럴 서울에서 ‘화웨이 IP 클럽(Huawei IP CLUB)’과 ‘화웨이 IT 데이(Huawe...,원병철 기자,2022년 10월 27일 10:02
반복적인 안전사고 근절을 위한 안전 감시 역량 집결한다,"행정안전부는 중앙부처, 지방자치단체, 공공기관의 감사·안전감찰부서가 참여하는 ‘안전감찰 협의회’를 27일에 개최했다. 이번 협의회에서는 △각 기관에서 추진...",박미영 기자,2022년 10월 27일 09:55
"KISTI, 서울대와 세계 최초로 ‘타코마 다리 붕괴사고’ 전 과정을 슈퍼컴퓨터로 재현",한국과학기술정보연구원(KISTI)과 서울대 기계공학부 최해천 교수 연구팀은 1940년에 발생한 ‘타코마 다리(Tacoma Narrows Bridge) 붕괴...,박미영 기자,2022년 10월 27일 09:50
"딥노이드, “의료 AI 넘어 전 산업 아우르는 범용 AI로 거듭날 것”",딥노이드(대표 최우식)가 서울 코엑스 인터컨티넨탈 서울 파르나스 그랜드볼룸에서 ‘딥노이드 X4 AI 콘퍼런스’를 개최했다. 딥노이드는 어려운 영역이라고 거...,김영명 기자,2022년 10월 27일 09:16
AIoT는 IoT와 얼마나 다를까? AI 더해져 보안위협은 더 커진다   ,‘IoT’가 등장한지 20여년 만에 AIoT(AI+IoT)가 주목받고 있다. AIoT는 ‘Artificial Intelligence of Things’의 ...,김영명 기자,2022년 10월 26일 17:51
"소방청, 농수산물 도매시장 긴급 화재안전조사 실시","소방청은 10월 25일 발생한 대구 농수산물 도매시장 화재와 관련해 유사사고 예방을 목적으로, 10월 27일부터 12월 2일까지 전국 농수산물도매시장 49...",엄호식 기자,2022년 10월 26일 17:50
"MS 윈도에서 발견된 두 가지 제로데이 취약점, 아직 패치는 없어",윈도의 여러 버전에서 두 개의 취약점이 발견됐다. MS의 MOTW라는 보안 기능을 우회하여 악성 첨부파일을 전송할 수 있도록 해주는 취약점들이다. 윈도 버...,문가용 기자,2022년 10월 26일 17:31
"[보안뉴스×KISIA ‘정보보호 스타트업, 해외로 가다’] 익명 본인확인 스타트업 ‘어나니머스’",‘익명성’을 강조하기 위해 탄생한 ‘어나니머스’는 김바울 대표의 아이디어에서 시작했다. 본인인증을 위해서 굳이 필요하지 않은 개인정보를 사이트에 제공한다는...,원병철 기자,2022년 10월 26일 17:17
